ID,Time(s),HeartRate(1/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),OxygenSaturation,CarbonDioxideSaturation,CoreTemperature(degC),CardiacOutput(L/min),HemoglobinContent(g),CentralVenousPressure(mmHg),Hematocrit,ArterialBloodPH,WhiteBloodCellCount(ct/uL),Bicarbonate-BloodConcentration(mg/dL),Creatinine-BloodConcentration(mg/dL),Lactate-BloodConcentration(mg/dL)
1,177303.96,111.11,63.6,72,54.5,24.59,0.976,0.033,38,4.45,795,3.02,1,7.48857,10914.27,171.33,0,130.87
1,178203.98,111.11,63.3,72,54.2,24.59,0.976,0.033,38,4.46,795,3.04,1,7.489179,10931.19,171.39,0,130.92
1,179104,111.11,63,72,53.9,24.59,0.976,0.033,37.9,4.47,796,3.02,1,7.49261,10947.52,171.45,0,131.02
1,180004.02,111.11,62.7,71,53.5,24.59,0.976,0.034,37.9,4.48,796,3,1,7.494849,10963.4,171.53,0,131.16
1,180904.04,111.11,62.6,71,53.4,24.79,0.977,0.033,37.9,4.5,796,3.02,1,7.481216,10935.6,172.01,0,130.88
1,181804.06,111.11,63,72,53.7,24.79,0.977,0.034,37.9,4.56,796,3.08,1,7.486914,10828.4,172.83,0,130.67
1,182704.08,111.11,63,72,53.6,24.79,0.977,0.034,37.9,4.58,796,3.11,1,7.487164,10806.23,173.37,0,130.57
1,183604.1,111.11,62.6,72,53.3,24.79,0.977,0.034,37.9,4.58,796,3.12,1,7.487357,10830.02,173.7,0,130.67
1,184504.12,111.11,62.2,71,52.9,24.79,0.977,0.034,37.9,4.57,796,3.08,1,7.487684,10874.22,173.92,0,127.29
1,185404.14,111.11,61.7,71,52.4,24.79,0.977,0.034,37.9,4.56,796,3.05,1,7.488532,10925.82,174.08,0,120.58
1,186304.16,111.11,61.3,70,51.9,24.79,0.977,0.034,37.8,4.55,796,3.05,1,7.489252,10978.09,174.19,0,114.94
1,187204.18,111.11,60.8,70,51.5,24.79,0.977,0.034,37.8,4.54,796,3.06,1,7.489915,11027.79,174.29,0,110.01
1,188104.2,111.11,60.4,69,51.1,24.79,0.977,0.034,37.8,4.53,796,3.07,1,7.490661,11073.58,174.37,0,105.61
1,189004.22,111.11,60,69,50.7,24.79,0.977,0.034,37.8,4.52,796,3.05,1,7.491289,11115.11,174.45,0,101.61
1,189904.24,111.11,59.6,68,50.4,24.79,0.977,0.034,37.8,4.51,796,3.02,1,7.491874,11152.53,174.52,0,97.91
1,190804.26,111.11,59.3,68,50.1,24.79,0.977,0.034,37.8,4.51,796,3.01,1,7.492399,11186.23,174.58,0,94.44
1,191704.28,111.11,59,68,49.8,24.79,0.977,0.034,37.8,4.5,796,3.02,1,7.492996,11216.66,174.65,0,91.18
1,192604.3,111.11,58.7,67,49.5,24.79,0.977,0.034,37.8,4.5,796,3.04,1,7.493518,11244.31,174.71,0,88.09
1,193504.32,111.11,58.4,67,49.2,24.79,0.977,0.034,37.8,4.5,796,3.05,1,7.494017,11269.58,174.77,0,85.16
1,194404.34,111.11,58.2,67,49,24.79,0.977,0.034,37.8,4.49,796,3.02,1,7.494554,11292.85,174.83,0,82.37
1,195304.36,111.11,58,67,48.7,24.79,0.977,0.034,37.8,4.49,796,2.99,1,7.49531,11314.45,174.88,0,79.71
1,196204.38,111.11,57.7,66,48.5,24.79,0.977,0.034,37.8,4.49,796,3,1,7.49563,11334.65,174.94,0,77.17
1,197104.4,111.11,57.5,66,48.3,24.79,0.977,0.034,37.8,4.49,796,3.01,1,7.495219,11353.68,174.99,0,74.74
1,198004.42,111.11,57.3,66,48.1,24.79,0.977,0.035,37.8,4.49,796,3.03,1,7.497649,11371.74,175.01,0,72.43
1,198904.44,111.11,57.1,66,47.9,24.79,0.977,0.035,37.8,4.49,796,3.03,1,7.50613,11389.01,175.01,0,70.21
1,199804.46,111.11,56.9,66,47.7,24.79,0.977,0.035,37.8,4.49,795,3,1,7.506656,11405.59,175.06,0,68.09
1,200704.48,111.11,56.8,65,47.6,24.79,0.977,0.035,37.8,4.48,795,2.98,1,7.507173,11421.61,175.11,0,66.07
1,201604.5,111.11,56.6,65,47.4,24.79,0.977,0.035,37.7,4.48,795,3,1,7.507522,11437.15,175.15,0,64.13
1,202504.52,111.11,56.7,65,47.4,24.79,0.978,0.035,37.7,4.5,795,3.03,1,7.510977,11402.59,175.47,0,62.08
1,203404.54,111.11,57.2,66,47.9,24.79,0.977,0.035,37.7,4.56,795,3.08,1,7.501262,11283.75,176.33,0,60.36
1,204304.56,111.11,57.3,66,47.9,25,0.978,0.036,37.7,4.57,795,3.07,1,7.516315,11263.75,176.8,0,58.69
1,205204.58,111.11,57,66,47.6,24.79,0.977,0.035,37.7,4.56,795,3.04,1,7.501472,11294.82,177.15,0,57.06
1,206104.6,111.11,56.7,65,47.3,25,0.978,0.035,37.7,4.54,795,3.03,1,7.505406,11347.05,177.36,0,55.5
1,207004.62,111.11,56.3,65,47,25,0.978,0.036,37.7,4.52,796,3.03,1,7.508319,11405.65,177.48,0,54
1,207904.64,111.11,55.9,65,46.7,25,0.978,0.035,37.7,4.5,796,3.03,1,7.506088,11463.45,177.58,0,52.57
1,208804.66,111.11,55.6,64,46.3,25,0.978,0.035,37.7,4.48,796,3.03,1,7.506249,11517.2,177.66,0,51.2
1,209704.68,111.11,55.2,64,46.1,25,0.978,0.036,37.7,4.47,796,2.99,1,7.508881,11565.7,177.71,0,49.9
1,210604.7,111.11,55,63,45.8,25,0.978,0.036,37.7,4.45,796,2.96,1,7.507527,11608.84,177.75,0,48.66
1,211504.72,111.11,54.7,63,45.6,25,0.978,0.036,37.7,4.44,796,2.96,1,7.506776,11646.99,177.81,0,47.47
1,212404.74,111.11,54.5,63,45.4,25,0.978,0.036,37.7,4.43,796,2.97,1,7.509869,11680.7,177.83,0,46.34
1,213304.76,111.11,54.3,63,45.2,25,0.978,0.036,37.7,4.42,796,2.98,1,7.506836,11710.59,177.87,0,45.26
1,214204.78,111.11,54.1,63,45,25,0.978,0.036,37.7,4.41,796,2.96,1,7.510618,11737.23,177.9,0,44.23
1,215104.8,111.11,53.9,62,44.9,25,0.978,0.036,37.7,4.41,796,2.94,1,7.506446,11761.13,177.94,0,43.25
1,216004.82,111.11,53.8,62,44.7,25,0.978,0.036,37.7,4.4,796,2.92,1,7.511386,11782.73,177.94,0,42.31
1,216904.84,111.11,53.6,62,44.6,25,0.978,0.036,37.7,4.39,796,2.94,1,7.509038,11802.41,177.99,0,41.41
1,217804.86,111.11,53.5,62,44.5,25,0.978,0.036,37.7,4.39,796,2.95,1,7.50665,11820.5,178.01,0,40.56
1,218704.88,111.11,53.4,62,44.4,25,0.977,0.036,37.7,4.39,796,2.96,1,7.511229,11837.24,178.01,0,39.74
1,219604.9,111.11,53.3,62,44.3,25,0.977,0.036,37.7,4.38,796,2.93,1,7.516219,11852.88,178.01,0,38.96
1,220504.92,111.11,53.2,62,44.2,25,0.977,0.036,37.7,4.38,796,2.91,1,7.517859,11867.61,178,0,38.21
1,221404.94,111.11,53.1,61,44.1,25,0.977,0.036,37.7,4.37,796,2.91,1,7.518509,11881.57,178.01,0,37.5
1,222304.96,111.11,53,61,44,25,0.977,0.036,37.7,4.37,796,2.93,1,7.519065,11894.87,178.03,0,36.81
1,223204.98,111.11,52.9,61,43.9,25,0.977,0.036,37.7,4.37,796,2.94,1,7.519532,11907.65,178.04,0,36.16
1,224105,111.11,53,61,44,25,0.977,0.036,37.7,4.39,796,2.95,1,7.511232,11867.75,178.35,0,35.45
1,225005.02,111.11,53.3,62,44.3,25,0.978,0.036,37.7,4.41,796,2.94,1,7.521458,11800.99,178.83,0,34.89
1,225905.04,111.11,53.3,62,44.2,25,0.977,0.036,37.7,4.42,796,2.93,1,7.509992,11798.67,179.18,0,34.33
1,226805.06,111.11,53.1,62,44.1,25,0.977,0.036,37.7,4.41,796,2.94,1,7.521843,11826.54,179.33,0,33.78
1,227705.08,111.11,52.9,61,43.9,25,0.978,0.036,37.7,4.39,796,2.95,1,7.512698,11866.99,179.51,0,33.25
1,228605.1,111.11,52.7,61,43.7,25.21,0.977,0.037,37.7,4.38,796,2.95,1,7.521479,11911.02,179.57,0,32.74
1,229505.12,111.11,52.5,61,43.5,25,0.978,0.036,37.7,4.36,796,2.92,1,7.517596,11954.16,179.66,0,32.25
1,230405.14,111.11,52.2,61,43.3,25.21,0.978,0.036,37.7,4.35,796,2.89,1,7.513194,11994.34,179.74,0,31.79
1,231305.16,111.11,52,60,43.1,25.21,0.977,0.036,37.7,4.33,796,2.88,1,7.517662,12030.84,179.76,0,31.35
1,232205.18,111.11,51.9,60,43,25.21,0.978,0.036,37.7,4.32,796,2.89,1,7.516836,12063.57,179.81,0,30.93
1,233105.2,111.11,51.7,60,42.9,25.21,0.978,0.036,37.7,4.31,796,2.9,1,7.513908,12092.75,179.84,0,30.53
1,234005.22,111.11,51.6,60,42.7,25.21,0.978,0.036,37.7,4.3,796,2.9,1,7.519419,12118.76,179.85,0,30.15
1,234905.24,111.11,51.4,60,42.6,25.21,0.978,0.036,37.7,4.29,796,2.87,1,7.515417,12141.99,179.88,0,29.78
1,235805.26,111.11,51.3,60,42.5,25.21,0.978,0.036,37.7,4.29,796,2.85,1,7.513243,12162.82,179.9,0,29.44
1,236705.28,111.11,51.2,59,42.4,25.21,0.977,0.036,37.7,4.28,796,2.85,1,7.515943,12181.61,179.9,0,29.11
1,237605.3,111.11,51.1,59,42.4,25.21,0.977,0.036,37.7,4.28,796,2.87,1,7.518619,12198.67,179.9,0,28.79
1,238505.32,111.11,51.1,59,42.3,25.21,0.978,0.037,37.7,4.27,796,2.88,1,7.519957,12214.26,179.91,0,28.49
1,239405.34,111.11,51,59,42.2,25.21,0.978,0.037,37.7,4.27,796,2.86,1,7.520284,12228.6,179.92,0,28.2
1,240305.36,111.11,50.9,59,42.1,25.21,0.978,0.037,37.7,4.26,796,2.84,1,7.520226,12241.9,179.92,0,27.93
1,241205.38,111.11,50.8,59,42.1,25.21,0.977,0.037,37.7,4.26,796,2.83,1,7.519737,12254.32,179.93,0,27.67
1,242105.4,111.11,50.8,59,42,25.21,0.977,0.037,37.7,4.25,796,2.84,1,7.526351,12266.03,179.88,0,27.42
1,243005.42,111.11,50.7,59,42,25.21,0.977,0.037,37.7,4.25,796,2.85,1,7.523813,12277.14,179.88,0,27.18
1,243905.44,111.11,50.6,59,41.9,25,0.977,0.037,37.7,4.25,796,2.87,1,7.523852,12287.73,179.89,0,26.96
1,244805.46,111.11,50.6,59,41.9,25,0.977,0.037,37.7,4.24,796,2.84,1,7.524033,12297.88,179.89,0,26.74
1,245705.48,111.11,50.8,59,42,25.21,0.977,0.036,37.7,4.26,796,2.83,1,7.515839,12254.67,180.18,0,26.47
1,246605.5,111.11,51.1,59,42.3,25.21,0.978,0.037,37.7,4.29,796,2.85,1,7.528096,12185.66,180.62,0,26.3
1,247505.52,111.11,51.1,59,42.3,25.21,0.978,0.037,37.7,4.29,796,2.87,1,7.519003,12183.59,180.95,0,26.11
1,248405.54,111.11,50.9,59,42.1,25.21,0.977,0.037,37.7,4.28,796,2.88,1,7.522143,12212.08,181.11,0,25.93
1,249305.56,111.11,50.7,59,42,25.21,0.978,0.037,37.7,4.26,796,2.87,1,7.528098,12252.75,181.23,0,25.74
1,250205.58,111.11,50.5,59,41.8,25.21,0.977,0.037,37.7,4.25,797,2.83,1,7.516581,12296.42,181.35,0,25.57
1,251105.6,111.11,50.3,58,41.6,25.21,0.977,0.037,37.7,4.23,797,2.81,1,7.527916,12338.66,181.37,0,25.4
1,252005.62,111.11,50.2,58,41.5,25.21,0.978,0.037,37.7,4.22,797,2.81,1,7.52215,12377.53,181.46,0,25.25
1,252905.64,111.11,50,58,41.4,25.21,0.978,0.037,37.7,4.21,797,2.82,1,7.517539,12412.36,181.51,0,25.1
1,253805.66,111.11,49.9,58,41.2,25.21,0.977,0.037,37.7,4.2,797,2.83,1,7.520104,12443.16,181.51,0,24.96
1,254705.68,111.11,49.7,58,41.1,25.21,0.978,0.037,37.7,4.19,797,2.8,1,7.524094,12470.24,181.53,0,24.82
1,255605.7,111.11,49.6,58,41,25.21,0.978,0.037,37.7,4.18,797,2.78,1,7.520326,12494,181.56,0,24.69
1,256505.72,111.11,49.5,57,41,25.21,0.978,0.037,37.7,4.17,797,2.77,1,7.51744,12514.88,181.57,0,24.57
1,257405.74,111.11,49.4,57,40.9,25.21,0.978,0.037,37.7,4.16,797,2.78,1,7.517482,12533.27,181.57,0,24.46
1,258305.76,111.11,49.4,57,40.8,25.21,0.977,0.037,37.7,4.16,797,2.8,1,7.517668,12549.57,181.57,0,24.35
1,259205.78,111.11,49.3,57,40.8,25.21,0.977,0.037,37.7,4.15,797,2.8,1,7.516287,12564.07,181.58,0,24.25
2,0.02,96.77,79.1,93,63.9,15,0.978,0.029,37,6.27,916,3.2,0,7.410251,6996.53,159.37,1.15,7.94
2,900.04,96.77,79.2,93,64.1,14.93,0.977,0.029,37.1,6.3,916,3.18,0,7.423069,6959.19,159.66,1.08,8.19
2,1800.06,93.75,79.7,94,63.8,14.85,0.977,0.029,37.2,6.24,916,3.25,0,7.425604,6862.03,160.64,1.04,8.57
2,2700.08,93.75,79.6,94,63.8,14.93,0.977,0.029,37.3,6.41,916,3.32,0,7.425676,6801.01,161.28,1.01,8.97
2,3600.1,93.75,79.7,94,63.9,14.93,0.977,0.029,37.4,6.43,916,3.31,0,7.425535,6766.33,161.64,0.98,9.37
2,4500.12,93.75,79.8,94,63.9,14.93,0.976,0.029,37.5,6.45,916,3.39,0,7.42531,6747.25,161.84,0.95,9.76
2,5400.14,93.75,79.8,94,64,15,0.976,0.029,37.6,6.46,916,3.37,0,7.426211,6737.6,161.94,0.92,10.14
2,6300.16,93.75,80.2,94,64.2,15,0.976,0.029,37.6,6.5,916,3.33,0,7.42537,6733.66,161.98,0.89,10.5
2,7200.18,93.75,80.2,94,64.2,15.08,0.976,0.029,37.7,6.49,916,3.39,0,7.425485,6733.31,161.98,0.86,10.86
2,8100.2,90.91,79.9,94,63.4,15.31,0.976,0.029,37.8,6.47,916,3.4,0,7.417446,6699.47,162.39,0.84,11.17
2,9000.22,90.91,80.2,95,63.7,15.46,0.977,0.029,37.8,6.55,916,3.43,0,7.421914,6617.81,163.2,0.81,11.47
2,9900.24,88.24,80.3,95,63.1,15.71,0.977,0.03,37.8,6.56,916,3.46,0,7.426641,6574.3,163.63,0.79,11.79
2,10800.26,88.24,80.3,96,63.1,16.04,0.977,0.03,37.9,6.58,916,3.44,0,7.433839,6557.44,163.78,0.76,12.1
2,11700.28,88.24,80.3,96,63.1,16.48,0.976,0.03,37.9,6.58,916,3.47,0,7.432747,6557.05,163.84,0.74,12.41
2,12600.3,88.24,80.3,96,63.1,16.85,0.976,0.03,38,6.57,916,3.5,0,7.427995,6566.63,163.83,0.72,12.72
2,13500.32,88.24,80.2,95,63.1,17.24,0.976,0.03,38,6.56,916,3.45,0,7.434252,6582.36,163.72,0.7,13.03
2,14400.34,88.24,79.5,95,62.6,17.75,0.976,0.03,38,6.46,916,3.47,0,7.439219,6602.25,163.56,0.68,13.36
2,15300.36,90.91,80.2,95,63.6,18.18,0.975,0.03,38,6.54,916,3.45,0,7.43178,6624.9,163.47,0.66,13.7
2,16200.38,90.91,80.1,95,63.6,18.52,0.975,0.03,38.1,6.52,916,3.39,0,7.438031,6648.94,163.31,0.64,14.06
2,17100.4,90.91,80,95,63.5,18.87,0.975,0.03,38.1,6.5,916,3.42,0,7.438686,6673.53,163.16,0.62,14.44
2,18000.42,90.91,79.9,95,63.4,19.23,0.975,0.029,38.1,6.47,916,3.35,0,7.432779,6698.22,163.09,0.61,14.83
2,18900.44,90.91,79.2,94,62.9,19.61,0.974,0.03,38.1,6.39,916,3.41,0,7.442186,6722.7,162.9,0.59,15.23
2,19800.46,93.75,79.8,94,63.9,19.87,0.974,0.029,38.1,6.45,916,3.36,0,7.433194,6747.59,162.85,0.57,15.65
2,20700.48,93.75,79.7,94,63.9,20.13,0.974,0.03,38.1,6.43,916,3.31,0,7.442208,6772.06,162.67,0.56,16.08
2,21600.5,93.75,79.7,94,63.8,20.41,0.974,0.029,38.1,6.41,916,3.34,0,7.433712,6795.75,162.65,0.54,16.51
2,22500.52,93.75,79.6,94,63.7,20.55,0.973,0.03,38.1,6.39,916,3.3,0,7.43895,6818.67,162.51,0.53,16.94
2,23400.54,93.75,79.5,94,63.7,20.69,0.973,0.03,38.2,6.38,916,3.25,0,7.438886,6840.95,162.45,0.51,17.38
2,24300.56,93.75,79.6,94,63.7,20.98,0.973,0.029,38.2,6.24,916,3.24,0,7.435868,6862.23,162.42,0.49,17.81
2,25200.58,96.77,79.4,93,64.2,21.13,0.973,0.03,38.2,6.36,916,3.29,0,7.441639,6883.89,162.29,0.48,18.26
2,26100.6,96.77,79.4,93,64.2,21.13,0.972,0.03,38.2,6.34,916,3.22,0,7.447513,6907.09,162.14,0.47,18.72
2,27000.62,96.77,79.3,93,64.1,21.28,0.972,0.03,38.2,6.32,916,3.22,0,7.449753,6931.99,162.04,0.45,19.13
2,27900.64,96.77,79.2,93,64,21.28,0.972,0.03,38.2,6.3,916,3.24,0,7.448864,6956.9,161.97,0.44,19.54
2,28800.66,96.77,79.1,93,64,21.43,0.972,0.03,38.2,6.28,916,3.19,0,7.449706,6981.21,161.9,0.43,19.95
2,29700.68,96.77,79.1,93,64,21.74,0.973,0.029,38.2,6.27,916,3.17,0,7.438738,6986.86,162.18,0.42,20.33
2,30600.7,96.77,79.2,93,64,21.74,0.973,0.029,38.2,6.29,916,3.21,0,7.435806,6970.99,162.55,0.4,20.69
2,31500.72,96.77,79.2,93,64,21.9,0.973,0.03,38.2,6.29,916,3.24,0,7.443643,6967.66,162.72,0.39,21.05
2,32400.74,96.77,79.2,93,64,21.9,0.972,0.029,38.2,6.29,916,3.18,0,7.435455,6971.01,162.94,0.38,21.45
2,33300.76,96.77,79.1,93,64,22.06,0.973,0.03,38.2,6.28,916,3.19,0,7.440085,6980.69,163.02,0.37,21.83
2,34200.78,96.77,79.1,93,63.9,22.06,0.973,0.03,38.2,6.27,916,3.22,0,7.43968,6995.16,163.09,0.36,22.2
2,35100.8,100,79.4,92,64.8,22.22,0.973,0.03,38.2,6.31,916,3.2,0,7.441849,7013.62,163.12,0.35,22.55
2,36000.82,100,79,92,64.5,22.22,0.972,0.03,38.2,6.25,916,3.16,0,7.440776,7034.47,163.14,0.34,22.9
2,36900.84,100,78.9,92,64.4,22.22,0.972,0.03,38.2,6.24,916,3.2,0,7.440407,7056.55,163.15,0.33,23.24
2,37800.86,100,78.9,92,64.3,22.39,0.972,0.03,38.2,6.22,916,3.14,0,7.441134,7079.28,163.15,0.32,23.56
2,38700.88,100,78.8,92,64.3,22.39,0.972,0.03,38.2,6.2,916,3.1,0,7.441407,7102.33,163.14,0.31,23.88
2,39600.9,100,78.7,92,64.2,22.39,0.972,0.03,38.2,6.19,916,3.14,0,7.441165,7125.47,163.13,0.3,24.19
2,40500.92,100,78.7,92,64.1,22.39,0.972,0.03,38.2,6.17,916,3.08,0,7.440841,7148.55,163.13,0.29,24.48
2,41400.94,103.45,79.2,92,65.1,22.56,0.972,0.03,38.2,6.23,916,3.06,0,7.439922,7171.76,163.12,0.29,24.78
2,42300.96,103.45,78.6,91,64.7,22.56,0.972,0.03,38.2,6.15,916,3.08,0,7.441734,7195.69,163.1,0.28,25.06
2,43200.98,103.45,78.5,91,64.6,22.56,0.972,0.03,38.2,6.13,916,3.06,0,7.441351,7219.43,163.1,0.27,25.33
2,44101,103.45,78.4,91,64.6,22.56,0.972,0.03,38.2,6.12,916,3.04,0,7.441345,7242.77,163.09,0.26,25.6
2,45001.02,103.45,78.4,91,64.5,22.56,0.972,0.03,38.2,6.1,916,3.02,0,7.441351,7265.74,163.09,0.26,25.85
2,45901.04,103.45,78.3,91,64.4,22.56,0.972,0.03,38.2,6.08,916,3,0,7.44171,7288.38,163.08,0.25,26.1
2,46801.06,103.45,78.2,91,64.4,22.56,0.972,0.03,38.2,6.06,916,2.99,0,7.447987,7311.71,162.99,0.24,26.38
2,47701.08,107.14,78.1,90,64.9,22.56,0.971,0.03,38.2,6.1,916,3,0,7.453436,7338.48,162.9,0.24,26.62
2,48601.1,107.14,78.1,90,64.9,22.56,0.971,0.03,38.2,6.04,916,3.01,0,7.454093,7367.32,162.84,0.23,26.83
2,49501.12,107.14,78,90,64.8,22.56,0.971,0.03,38.2,6.02,916,2.99,0,7.454215,7395.52,162.81,0.23,27.04
2,50401.14,107.14,77.9,90,64.7,22.56,0.971,0.03,38.2,6,916,2.95,0,7.453876,7422.73,162.79,0.22,27.24
2,51301.16,107.14,77.9,90,64.7,22.73,0.972,0.03,38.2,6,916,2.93,0,7.442269,7427.87,163.12,0.21,27.27
2,52201.18,107.14,78,90,64.8,22.73,0.972,0.03,38.2,6.01,916,2.98,0,7.444326,7404.67,163.52,0.21,27.56
2,53101.2,107.14,78,90,64.8,22.73,0.972,0.03,38.2,6.02,916,3,0,7.444503,7398.47,163.81,0.2,27.76
2,54001.22,107.14,78,90,64.8,22.9,0.972,0.03,38.2,6.01,916,2.97,0,7.445158,7403.79,164,0.2,27.96
2,54901.24,107.14,77.9,90,64.7,22.9,0.972,0.03,38.2,6,916,2.94,0,7.445936,7416.68,164.13,0.19,28.14
2,55801.26,107.14,77.9,90,64.7,22.9,0.972,0.03,38.2,5.99,916,2.95,0,7.445754,7434.58,164.22,0.19,28.32
2,56701.28,107.14,77.8,90,64.6,22.9,0.972,0.03,38.2,5.98,916,2.96,0,7.445804,7455.78,164.28,0.18,28.48
2,57601.3,107.14,77.8,90,64.6,22.9,0.972,0.03,38.2,5.96,916,2.92,0,7.445648,7479.08,164.32,0.18,28.65
2,58501.32,107.14,77.7,90,64.5,22.9,0.972,0.03,38.2,5.94,916,2.87,0,7.445671,7503.66,164.35,0.17,28.8
2,59401.34,107.14,77.4,89,64.2,22.9,0.972,0.03,38.2,5.75,916,2.89,0,7.445631,7529.42,164.36,0.17,28.95
2,60301.36,111.11,77.6,89,65,22.9,0.972,0.03,38.2,5.92,916,2.92,0,7.445585,7556.38,164.37,0.16,29.1
2,61201.38,111.11,77.5,89,64.9,22.9,0.972,0.03,38.2,5.9,916,2.88,0,7.445297,7583.19,164.37,0.16,29.24
2,62101.4,111.11,77.4,89,64.9,22.9,0.972,0.03,38.2,5.89,916,2.84,0,7.444996,7609.74,164.37,0.15,29.38
2,63001.42,111.11,77.3,89,64.8,23.08,0.972,0.03,38.2,5.87,916,2.83,1,7.446627,7635.91,164.37,0.15,29.51
2,63901.44,111.11,77.2,89,64.7,23.08,0.972,0.03,38.2,5.85,916,2.84,1,7.446471,7661.67,164.38,0.15,29.64
2,64801.46,111.11,77.2,88,64.7,23.08,0.972,0.03,38.2,5.83,916,2.84,1,7.446395,7686.99,164.39,0.14,29.77
2,65701.48,115.38,77.8,89,65.7,23.08,0.972,0.03,38.2,5.9,916,2.8,1,7.446463,7711.99,164.39,0.14,29.89
2,66601.5,115.38,77,88,65.2,23.08,0.972,0.03,38.3,5.81,916,2.79,1,7.446352,7737.59,164.39,0.14,30.01
2,67501.52,115.38,77,88,65.1,23.08,0.972,0.03,38.3,5.8,916,2.81,1,7.446124,7762.7,164.4,0.13,30.12
2,68401.54,115.38,76.9,88,65,23.08,0.972,0.03,38.3,5.78,916,2.8,1,7.446078,7787.15,164.41,0.13,30.23
2,69301.56,115.38,76.8,88,65,22.9,0.971,0.031,38.3,5.77,916,2.76,1,7.457402,7810.99,164.25,0.12,30.35
2,70201.58,115.38,76.8,88,64.9,22.9,0.971,0.031,38.3,5.75,916,2.75,1,7.458297,7834.28,164.26,0.12,30.61
2,71101.6,115.38,76.7,88,64.8,22.9,0.97,0.031,38.3,5.74,916,2.77,1,7.458363,7857.13,164.27,0.12,30.98
2,72001.62,115.38,76.7,88,64.8,23.08,0.971,0.031,38.3,5.73,916,2.73,1,7.459148,7879.6,164.29,0.12,31.46
2,72901.64,115.38,76.7,88,64.8,23.08,0.971,0.03,38.3,5.73,916,2.71,1,7.44452,7879.67,164.64,0.11,31.69
2,73801.66,115.38,76.8,88,64.9,23.08,0.971,0.03,38.3,5.76,916,2.78,1,7.448797,7827.24,165.29,0.11,31.65
2,74701.68,115.38,76.9,88,65,23.08,0.972,0.031,38.3,5.77,916,2.78,1,7.450081,7807.47,165.7,0.11,31.65
2,75601.7,115.38,76.8,88,65,23.08,0.971,0.031,38.3,5.77,916,2.75,1,7.4498,7810.41,165.95,0.1,31.67
2,76501.72,115.38,76.8,88,64.9,23.26,0.972,0.031,38.3,5.76,916,2.76,1,7.452175,7826.97,166.09,0.1,31.7
2,77401.74,115.38,76.7,88,64.9,23.26,0.972,0.031,38.3,5.74,916,2.77,1,7.452122,7851.69,166.18,0.1,31.74
2,78301.76,115.38,76.6,88,64.8,23.26,0.972,0.031,38.3,5.72,916,2.72,1,7.451918,7881.17,166.22,0.1,31.79
2,79201.78,115.38,76.5,87,64.7,23.26,0.972,0.031,38.3,5.7,916,2.7,1,7.451805,7913.22,166.23,0.09,31.83
2,80101.8,120,76.5,87,65.2,23.26,0.972,0.031,38.3,5.69,916,2.73,1,7.451968,7947.35,166.22,0.09,31.92
2,81001.82,120,76.4,87,65.1,23.26,0.972,0.031,38.3,5.67,916,2.72,1,7.452048,7982.18,166.21,0.09,32.09
2,81901.84,120,76.3,87,65,23.26,0.972,0.031,38.3,5.65,916,2.68,1,7.452337,8016.43,166.19,0.09,32.4
2,82801.86,120,76.2,87,64.9,23.26,0.972,0.031,38.3,5.63,916,2.65,1,7.452544,8049.91,166.17,0.09,32.9
2,83701.88,120,76.1,86,64.8,23.26,0.971,0.031,38.3,5.61,916,2.64,1,7.45279,8082.44,166.14,0.08,33.59
2,84601.9,120,76,86,64.8,23.26,0.971,0.031,38.3,5.59,916,2.64,1,7.452943,8113.86,166.13,0.08,34.43
2,85501.92,120,75.9,86,64.7,23.26,0.971,0.031,38.3,5.57,916,2.64,1,7.453177,8144.17,166.11,0.08,35.4
2,86401.94,125,75.8,86,65.2,23.26,0.971,0.031,38.3,5.57,916,2.61,1,7.453774,8174.49,166.09,0.08,36.49
2,87301.96,125,75.8,86,65.2,23.26,0.971,0.031,38.3,5.55,916,2.6,1,7.453963,8204.2,166.07,0.08,37.68
2,88201.98,125,75.7,85,65.1,23.26,0.971,0.031,38.3,5.54,916,2.59,1,7.454172,8232.69,166.06,0.07,39.02
2,89102,125,75.6,85,65,23.26,0.971,0.031,38.3,5.52,916,2.58,1,7.454537,8260.12,166.05,0.07,40.53
2,90002.02,125,75.5,85,64.9,23.26,0.971,0.031,38.3,5.5,916,2.57,1,7.454907,8286.62,166.05,0.07,42.28
2,90902.04,125,75.4,85,64.9,23.26,0.97,0.031,38.4,5.49,916,2.56,1,7.466237,8312.27,165.92,0.07,45.14
2,91802.06,125,75.4,85,64.8,23.26,0.97,0.031,38.4,5.48,916,2.55,1,7.468646,8337.19,165.89,0.07,50.48
2,92702.08,125,75.3,85,64.7,23.08,0.97,0.031,38.4,5.46,916,2.54,1,7.468166,8361.51,165.88,0.06,57.07
2,93602.1,125,75.2,85,64.7,23.26,0.97,0.031,38.4,5.45,916,2.54,1,7.470277,8385.32,165.88,0.06,63.31
2,94502.12,125,75.1,85,64.6,23.26,0.97,0.031,38.4,5.42,916,2.54,1,7.471989,8382.73,166.08,0.06,68.96
2,95402.14,125,75.4,85,64.9,23.26,0.97,0.032,38.4,5.49,916,2.55,1,7.473055,8319.57,166.78,0.06,74.72
2,96302.16,125,75.5,85,64.9,23.26,0.97,0.032,38.4,5.5,916,2.56,1,7.473459,8295.94,167.22,0.06,80.12
